City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
421,Sawtell,AU,66.52,heavy intensity rain,-30.3833,153.1,Island Beach House Sawtell
422,Acapulco,MX,80.42,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
423,Bengkulu,ID,78.42,moderate rain,-3.8004,102.2655,Grage Hotel Bengkulu
425,Naliya,IN,83.16,scattered clouds,23.2667,68.8333,jadeja jayendrasinh
427,Plettenberg Bay,ZA,65.71,clear sky,-34.0527,23.3716,Thanda Vista B&B
428,Ararat,AM,52.14,overcast clouds,39.8317,44.7049,NORSED MOTEL/НОРСЕД МОТЕЛЬ/ՆՈՐՍԵԴ ՄՈԹԵԼ
429,Llata,PE,63.25,broken clouds,-9.4167,-76.7833,Hospedaje Familia Collazos Espinoza
430,Kudahuvadhoo,MV,82.92,few clouds,2.6708,72.8944,Niyama Private Islands Maldives
432,Kihei,US,72.84,clear sky,20.785,-156.4656,Maui Sunset
433,Kisangani,CD,81.3,broken clouds,0.5167,25.2,Grand Ramela Hotel
435,Saint Simons,US,62.02,clear sky,31.1352,-81.3901,"Holiday Inn Express Saint Simons Island, an IHG Hotel"
436,Deniliquin,AU,44.64,clear sky,-35.5333,144.9667,Riviana Motel
437,Eydhafushi,MV,82.4,broken clouds,5.1033,73.0708,Soneva Fushi
438,Havre-Saint-Pierre,CA,48.79,clear sky,50.2334,-63.5986,Auberge Niapiskau
439,Nanakuli,US,72.72,clear sky,21.3906,-158.1547,Camp Pālehua
440,Rio Grande,BR,75.94,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
441,Iquitos,PE,82.44,scattered clouds,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
442,Marienburg,PL,57.96,scattered clouds,54.0359,19.0266,Hotel Centrum Malbork
443,Pingxiang,CN,60.73,light rain,27.6167,113.85,Haiyuntian Hotel
444,Hofn,IS,43.48,overcast clouds,64.2539,-15.2082,Hótel Höfn
445,Maningrida,AU,81.59,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
446,Cedar City,US,46.4,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
447,San Cristobal,VE,77.18,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
449,Payson,US,51.4,broken clouds,40.0444,-111.7321,Quality Inn Payson I-15
450,Vila Velha,BR,73.35,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
451,Linxia,CN,41.9,overcast clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
452,Coahuayana,MX,81.32,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
453,Carballo,ES,64.09,overcast clouds,43.213,-8.691,Pazo do Souto
454,Bani Walid,LY,76.8,overcast clouds,31.7566,13.9942,منزل الصابر أبوفانة
456,Deer Lake,CA,37.26,clear sky,49.1667,-57.4316,"Holiday Inn Express Deer Lake, an IHG Hotel"
457,Ketchikan,US,41.47,light rain,55.3422,-131.6461,Snow's Cove Lodge
458,Puri,IN,81.12,scattered clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
459,Tupiza,BO,69.82,clear sky,-21.45,-65.7167,La Torre Hotel
461,Vikhorevka,RU,44.19,overcast clouds,56.1201,101.1636,Pansionat Sosnovyye Rodniki
462,Kuybysheve,UA,47.64,clear sky,47.358,36.6491,Отель Колизей
463,Hellvik,NO,54.16,overcast clouds,59.9156,5.781,Rabben feriesenter AS
464,Mindelo,CV,81.95,scattered clouds,16.8901,-24.9804,Hotel Gaudi
466,Bolobo,CD,84.31,broken clouds,-2.1667,16.2333,Hotel de Stephen
467,Poronaysk,RU,38.35,overcast clouds,49.2167,143.1167,Avtovokzal Khostel Stolovaya
468,Visnes,NO,57.09,scattered clouds,59.3556,5.2242,Park Inn Haugesund Airport
470,Sioux Lookout,CA,46.47,broken clouds,50.1001,-91.917,Knobby's Fly-In Camps
471,Lamar,US,55.53,clear sky,33.6668,-95.5836,Kings Inn Paris TX
472,Swan Hill,AU,45.93,clear sky,-35.3378,143.5544,Lazy River Motor Inn
474,Dulce Nombre De Culmi,HN,79.03,broken clouds,15.1,-85.5333,Hotel Posada Real
475,Seoul,KR,53.04,clear sky,37.5683,126.9778,Lotte Hotel Seoul
476,Mount Isa,AU,82.17,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
477,Saldanha,ZA,75.25,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
478,Coihueco,CL,59.74,clear sky,-36.6167,-71.8333,Frutillares Coihueco
479,Skjervoy,NO,39.36,overcast clouds,70.0311,20.9714,Skjervøy Byggeservice AS
480,Crib Point,AU,53.91,clear sky,-38.35,145.2,Erawan Bed & Breakfast
481,Kalaleh,IR,60.4,overcast clouds,37.3807,55.4916,عطر و ادکلن پارسیس
482,Changji,CN,50.79,clear sky,44.0167,87.3167,Lvye Holiday Resort
483,Sambava,MG,76.28,few clouds,-14.2667,50.1667,Melrose
484,Melivoia,GR,60.46,few clouds,39.75,22.8,Το Αγνάντι - Ξενώνας // To Agnadi - Guesthouse
485,Quelimane,MZ,82.35,clear sky,-17.8786,36.8883,Hotel Flamingo
486,Cap-Aux-Meules,CA,53.65,clear sky,47.3821,-61.8597,Auberge Madeli
487,Tautira,PF,75.22,light rain,-17.7333,-149.15,Pension Oaoa
488,Sakaiminato,JP,57.18,broken clouds,35.55,133.2333,味処・民宿 まつや
489,Panindicuaro,MX,62.46,overcast clouds,19.9667,-101.7667,Hotel La Posada
490,Chateaubelair,VC,84.81,scattered clouds,13.2833,-61.25,Richmond Vale Diving & Hiking Center
492,Tanda,IN,72.45,clear sky,26.55,82.65,MUMTAZ GANJ TANDA
493,Yinchuan,CN,48.34,clear sky,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
494,Pochutla,MX,79.83,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
495,Galeana,MX,61.07,clear sky,24.8333,-100.0667,Mirador
496,Balkanabat,TM,59.76,overcast clouds,39.5108,54.3671,Nebitchi Hotel
498,Chebenki,RU,44.35,light rain,51.9337,55.7077,
499,Lasa,IT,49.91,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
501,Prieska,ZA,78.48,clear sky,-29.6641,22.7474,Avenue GuestHouse
502,San Carlos De Bariloche,AR,51.31,scattered clouds,-41.1456,-71.3082,Hotel Patagonia
503,Mareeba,AU,70.52,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
504,Port-Cartier,CA,45.75,broken clouds,50.0334,-66.8654,Le Q'Artier
505,Rapid Valley,US,52.65,clear sky,44.0625,-103.1463,Fairfield Inn & Suites by Marriott Rapid City
507,Kyrylivka,UA,51.06,clear sky,46.3759,35.3675,"Rok-Hotelʹ ""Kleopatra"""
508,Rudnya,RU,50.25,scattered clouds,54.947,31.0934,Paradoks
509,San Angelo,US,58.28,clear sky,31.4638,-100.437,"Motel 6 San Angelo, TX"
510,Port Hardy,CA,41.0,clear sky,50.6996,-127.4199,Airport Inn
512,Belle Fourche,US,50.11,overcast clouds,44.6714,-103.8522,Kings Inn
513,Manggar,ID,82.42,broken clouds,-2.8833,108.2667,Guest Hotel
514,Matara,LK,77.74,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
515,Bay Roberts,CA,53.65,clear sky,47.5999,-53.2648,Stonewall Inn
516,Vagur,FO,45.9,overcast clouds,61.4732,-6.8119,The Scouts House Camping
517,Videbaek,DK,53.71,light rain,56.0876,8.6285,Hotel Falken
518,Ballina,AU,69.76,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
521,Sobolevo,RU,47.68,scattered clouds,54.4299,31.8996,
522,Gumia,IN,72.07,broken clouds,23.7833,85.8167,Dj Banti Rmx Hosir
523,Beisfjord,NO,41.25,overcast clouds,68.3751,17.5988,
524,Mahibadhoo,MV,82.71,broken clouds,3.7833,72.9667,Omadhoo Inn
525,Hohhot,CN,37.69,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
526,Syracuse,IT,71.65,scattered clouds,37.0881,15.2792,Hotel Posta
527,Payo,ID,74.41,heavy intensity rain,-3.7508,103.6372,Mess keban agung
528,Donskoye,RU,52.36,clear sky,45.4552,41.9741,
530,Khani,GE,56.77,few clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
532,Soanierana Ivongo,MG,73.53,scattered clouds,-16.9167,49.5833,La Concorde
534,Puerto Escondido,MX,76.03,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
535,Port-Gentil,GA,84.16,moderate rain,-0.7193,8.7815,Fengshui Residence
537,Port Lincoln,AU,52.27,clear sky,-34.7333,135.8667,Port Lincoln Hotel
539,Merauke,ID,80.08,broken clouds,-8.4667,140.3333,
540,Vetapalem,IN,80.1,overcast clouds,15.7833,80.3167,Lelavathi hotel
541,Comodoro Rivadavia,AR,49.86,scattered clouds,-45.8667,-67.5,Austral Hotel
542,Rensvik,NO,55.06,clear sky,63.1,7.8167,Thon Hotels Storgata
543,Codrington,AU,43.07,clear sky,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
544,Rosetta,EG,76.82,clear sky,31.4044,30.4164,Green Valley
545,San Carlos,VE,75.2,overcast clouds,9.6612,-68.5827,Hotel Paternopoli
546,Kroya,ID,79.11,overcast clouds,-7.6331,109.2461,RUSTANTO Fam
547,Adamas,GR,65.62,broken clouds,36.7333,24.4333,Aphrodite of Milos
548,Moerai,PF,71.53,few clouds,-22.4333,-151.3333,Le Manotel
549,Baoding,CN,55.99,light rain,38.8511,115.4903,Xiu Lan Hotel
550,Morgan City,US,59.0,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
551,Bumba,CD,77.27,overcast clouds,2.1833,22.4667,Père Carlos
552,Bowen,AU,73.62,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
553,Shache,CN,53.8,clear sky,38.4167,77.2406,Delong Hotel
554,Mineral Wells,US,59.65,clear sky,32.8085,-98.1128,Budget Host Inn
555,Loreto,MX,61.18,clear sky,22.2667,-101.9667,José de Jesús Velásquez mora
556,Grand-Lahou,CI,82.15,overcast clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
558,Chifeng,CN,40.06,overcast clouds,42.2683,118.9636,Junyu Tiancheng Hotel
562,Nea Kallikratia,GR,65.14,clear sky,40.3167,23.0667,Aegean Blue Ξενοδοχείο
563,Nanyang,CN,64.11,overcast clouds,32.9947,112.5328,Wolong Memory Hotel
566,Urumqi,CN,47.35,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
