City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
240,Baykit,RU,2021-10-30 14:41:36,61.67,96.37,18.03,86,98,9.26,overcast clouds,0,0
241,Thinadhoo,MV,2021-10-30 14:41:36,0.5333,72.9333,84.04,73,76,13.71,broken clouds,0,0
242,Chuy,UY,2021-10-30 14:36:26,-33.6971,-53.4616,72.73,69,98,14.38,overcast clouds,0,0
243,Mae Sai,TH,2021-10-30 14:41:36,20.4335,99.8762,72.72,99,35,0.78,scattered clouds,0,0
244,Bontang,ID,2021-10-30 14:36:19,0.1333,117.5,76.87,90,79,4.45,broken clouds,0,0
245,Richards Bay,ZA,2021-10-30 14:37:08,-28.783,32.0377,66.99,83,98,14.9,light rain,0,0
246,Chatakonda,IN,2021-10-30 14:41:36,17.55,80.65,76.17,89,96,2.19,moderate rain,0,0
247,Roald,NO,2021-10-30 14:41:36,62.5833,6.1333,55.45,58,0,11.5,clear sky,0,0
248,Lerwick,GB,2021-10-30 14:41:37,60.1545,-1.1494,51.8,84,100,25.5,overcast clouds,0,0
249,Los Llanos De Aridane,ES,2021-10-30 14:41:37,28.6585,-17.9182,71.35,85,20,4.61,few clouds,0,0
250,Mapastepec,MX,2021-10-30 14:41:37,15.4333,-92.9,83.75,64,9,1.54,clear sky,0,0
251,Nguruka,TZ,2021-10-30 14:41:37,-5.1092,31.0419,86.18,28,43,7.27,scattered clouds,0,0
252,Fortuna,US,2021-10-30 14:36:35,40.5982,-124.1573,58.35,76,90,0.0,overcast clouds,0,0
253,Zhigansk,RU,2021-10-30 14:36:57,66.7697,123.3711,-4.88,99,81,11.48,broken clouds,0,0
254,Sayyan,YE,2021-10-30 14:41:37,15.1718,44.3244,60.8,40,0,15.57,clear sky,0,0
255,Lanzhou,CN,2021-10-30 14:41:37,36.0564,103.7922,43.88,48,98,3.11,overcast clouds,0,0
256,Olafsvik,IS,2021-10-30 14:36:32,64.8945,-23.7142,42.94,85,48,16.35,scattered clouds,0,0
257,Dhidhdhoo,MV,2021-10-30 14:41:38,6.8833,73.1,80.91,79,100,5.86,overcast clouds,0,0
258,Walvis Bay,NA,2021-10-30 14:41:38,-22.9575,14.5053,67.15,63,0,12.66,clear sky,0,0
259,Aktash,RU,2021-10-30 14:41:38,50.3,87.7333,22.32,72,100,5.26,overcast clouds,0,0
260,Alta Floresta,BR,2021-10-30 14:41:38,-9.8756,-56.0861,85.82,66,0,2.3,clear sky,0,0
261,Norman Wells,CA,2021-10-30 14:36:46,65.282,-126.8329,19.44,93,90,2.3,light snow,0,0
262,Vitorino Freire,BR,2021-10-30 14:41:38,-4.0667,-45.1667,94.26,41,37,5.66,scattered clouds,0,0
263,Vestmannaeyjar,IS,2021-10-30 14:36:17,63.4427,-20.2734,45.59,87,20,11.5,few clouds,0,0
264,Mazagao,BR,2021-10-30 14:41:38,-0.115,-51.2894,91.45,46,20,5.17,few clouds,0,0
265,La Ronge,CA,2021-10-30 14:36:46,55.1001,-105.2842,32.25,80,75,5.75,broken clouds,0,0
266,Basco,PH,2021-10-30 14:41:39,20.4487,121.9702,80.53,64,19,16.44,few clouds,0,0
267,Bayji,IQ,2021-10-30 14:40:09,34.9311,43.487,80.98,32,100,5.46,overcast clouds,0,0
268,Novyy Urengoy,RU,2021-10-30 14:41:39,66.0833,76.6333,12.24,93,99,14.45,overcast clouds,0,0
269,Miandrivazo,MG,2021-10-30 14:36:30,-19.5167,45.4667,81.57,57,66,14.99,broken clouds,0,0
270,Amahai,ID,2021-10-30 14:41:39,-3.3333,128.9167,79.02,84,96,3.09,overcast clouds,0,0
271,Lumphat,KH,2021-10-30 14:36:58,13.4878,106.9816,75.24,85,48,6.2,scattered clouds,0,0
272,Snezhnogorsk,RU,2021-10-30 14:41:39,69.1933,33.2531,20.98,91,100,6.02,overcast clouds,0,0
273,Killybegs,IE,2021-10-30 14:41:39,54.6333,-8.45,51.46,73,45,11.56,scattered clouds,0,0
274,Barabai,ID,2021-10-30 14:41:40,-2.5833,115.3833,73.29,96,96,1.54,overcast clouds,0,0
275,Smithers,CA,2021-10-30 14:36:49,54.7804,-127.1743,23.32,93,90,2.3,overcast clouds,0,0
276,Kholtoson,RU,2021-10-30 14:41:40,50.2981,103.3097,28.92,87,36,4.21,scattered clouds,0,0
277,Sao Filipe,CV,2021-10-30 14:36:58,14.8961,-24.4956,80.38,73,95,11.48,overcast clouds,0,0
278,Alberton,CA,2021-10-30 14:41:40,46.8168,-64.0654,49.91,68,0,4.16,clear sky,0,0
279,Puerto Madero,MX,2021-10-30 14:41:40,14.7208,-92.4215,79.0,100,75,3.44,broken clouds,0,0
280,Novoye Leushino,RU,2021-10-30 14:41:40,56.8073,40.5144,48.29,91,27,8.66,scattered clouds,0,0
281,Lossiemouth,GB,2021-10-30 14:41:41,57.7214,-3.2834,54.93,74,75,9.22,broken clouds,0,0
282,Yakeshi,CN,2021-10-30 14:41:41,49.2833,120.7333,26.28,47,6,4.81,clear sky,0,0
283,Beidao,CN,2021-10-30 14:41:41,34.5686,105.8933,52.72,74,100,9.1,overcast clouds,0,0
284,Manta,EC,2021-10-30 14:37:41,-0.95,-80.7333,76.78,73,75,4.61,broken clouds,0,0
285,Gallup,US,2021-10-30 14:41:41,35.5281,-108.7426,29.16,74,1,0.0,clear sky,0,0
286,Qaqortoq,GL,2021-10-30 14:37:20,60.7167,-46.0333,30.7,76,67,3.49,broken clouds,0,0
287,Lensk,RU,2021-10-30 14:41:41,60.7253,114.9278,28.35,85,100,5.21,overcast clouds,0,0
288,Padang,ID,2021-10-30 14:38:49,-0.9492,100.3543,75.25,88,100,2.68,overcast clouds,0,0
289,Finnsnes,NO,2021-10-30 14:41:42,69.2296,17.9811,37.76,88,100,5.44,overcast clouds,0,0
290,Behat,IN,2021-10-30 14:41:42,30.1667,77.6167,66.04,54,0,1.5,clear sky,0,0
291,Kapuskasing,CA,2021-10-30 14:41:42,49.4169,-82.4331,41.0,93,75,3.44,mist,0,0
292,Airai,TL,2021-10-30 14:36:53,-8.9266,125.4092,63.68,90,99,1.01,overcast clouds,0,0
293,Klaksvik,FO,2021-10-30 14:36:19,62.2266,-6.589,49.12,87,100,18.3,overcast clouds,0,0
294,Nizhnevartovsk,RU,2021-10-30 14:41:42,60.9344,76.5531,17.62,79,75,11.18,broken clouds,0,0
295,Grindavik,IS,2021-10-30 14:36:31,63.8424,-22.4338,46.35,76,0,5.75,clear sky,0,0
296,Namibe,AO,2021-10-30 14:37:22,-15.1961,12.1522,72.41,69,69,10.25,broken clouds,0,0
297,Sakakah,SA,2021-10-30 14:41:42,29.9697,40.2064,89.17,18,100,11.5,overcast clouds,0,0
298,Malayal,PH,2021-10-30 14:41:42,7.208,121.942,80.67,84,100,3.0,overcast clouds,0,0
299,Khetri,IN,2021-10-30 14:41:43,27.9833,75.8,72.34,26,0,3.11,clear sky,0,0
300,Torbay,CA,2021-10-30 14:36:36,47.6666,-52.7314,50.77,60,20,9.22,few clouds,0,0
301,Manali,IN,2021-10-30 14:41:43,13.1667,80.2667,82.49,79,81,8.88,broken clouds,0,0
302,Saint-Leu,RE,2021-10-30 14:38:37,-21.15,55.2833,76.03,81,9,6.49,clear sky,0,0
303,Dongning,CN,2021-10-30 14:41:43,44.0622,131.1207,42.96,61,90,2.37,overcast clouds,0,0
304,Haines Junction,CA,2021-10-30 14:41:43,60.7522,-137.5108,33.75,64,100,6.91,overcast clouds,0,0
305,Kamina,CD,2021-10-30 14:41:43,-8.7386,24.9906,76.21,69,85,1.43,light rain,0,0
306,Talaya,RU,2021-10-30 14:41:43,61.3833,152.75,5.31,97,100,4.68,overcast clouds,0,0
307,Nelson Bay,AU,2021-10-30 14:41:43,-32.7167,152.15,60.01,80,100,1.01,overcast clouds,0,0
308,Nogent-Le-Rotrou,FR,2021-10-30 14:41:44,48.3333,1.0,55.4,74,100,12.88,overcast clouds,0,0
309,La Paz,BO,2021-10-30 14:41:44,-16.5,-68.15,57.18,40,20,4.61,few clouds,0,0
310,Tottori,JP,2021-10-30 14:41:44,35.5,134.2333,59.7,65,99,4.9,overcast clouds,0,0
311,Kushima,JP,2021-10-30 14:41:44,31.4583,131.2333,63.23,96,100,5.46,overcast clouds,0,0
312,Stanislav,UA,2021-10-30 14:41:44,46.5691,32.1478,57.38,56,0,13.42,clear sky,0,0
313,Warri,NG,2021-10-30 14:41:44,5.5167,5.75,85.78,69,100,5.59,light rain,0,0
314,Tutoia,BR,2021-10-30 14:41:44,-2.7619,-42.2744,89.58,64,48,12.19,scattered clouds,0,0
315,Luderitz,NA,2021-10-30 14:36:23,-26.6481,15.1594,70.66,57,0,13.11,clear sky,0,0
316,Geraldton,AU,2021-10-30 14:36:51,-28.7667,114.6,64.81,72,0,12.66,clear sky,0,0
317,Catia La Mar,VE,2021-10-30 14:41:45,10.6038,-67.0303,85.5,94,96,6.91,overcast clouds,0,0
318,Ghanzi,BW,2021-10-30 14:41:45,-21.5667,21.7833,95.49,12,76,13.76,broken clouds,0,0
319,Santa Ines,BR,2021-10-30 14:41:45,-3.6667,-45.38,94.01,43,21,5.53,few clouds,0,0
320,Kathmandu,NP,2021-10-30 14:41:45,27.7167,85.3167,62.82,88,40,6.91,scattered clouds,0,0
321,Hervey Bay,AU,2021-10-30 14:41:45,-25.2986,152.8535,77.04,85,78,9.35,light rain,0,0
322,Matagami,CA,2021-10-30 14:41:45,49.7502,-77.6328,32.11,100,1,3.44,clear sky,0,0
323,Hami,CN,2021-10-30 14:41:46,42.8,93.45,53.49,36,99,4.03,overcast clouds,0,0
324,Ambilobe,MG,2021-10-30 14:36:21,-13.2,49.05,79.12,70,21,5.23,few clouds,0,0
325,Turbat,PK,2021-10-30 14:36:18,26.0023,63.044,87.17,16,0,16.87,clear sky,0,0
326,Hoshiarpur,IN,2021-10-30 14:41:46,31.5322,75.9172,66.76,45,0,4.81,clear sky,0,0
327,Zhuhai,CN,2021-10-30 14:41:46,22.2769,113.5678,76.05,83,20,14.97,light rain,0,0
328,Malartic,CA,2021-10-30 14:41:46,48.1335,-78.1328,35.42,56,91,6.67,overcast clouds,0,0
329,Ashington,GB,2021-10-30 14:41:46,50.9331,-0.3909,58.82,70,20,5.01,few clouds,0,0
330,Bridlington,GB,2021-10-30 14:41:46,54.0831,-0.1919,56.14,75,47,19.22,scattered clouds,0,0
331,Dillon,US,2021-10-30 14:41:47,34.4166,-79.3712,60.26,60,68,11.48,broken clouds,0,0
332,Ostersund,SE,2021-10-30 14:39:45,63.1792,14.6357,50.61,76,20,9.22,few clouds,0,0
333,Labrea,BR,2021-10-30 14:41:47,-7.2586,-64.7981,97.3,38,69,2.89,broken clouds,0,0
334,Marawi,PH,2021-10-30 14:41:47,7.9986,124.2928,66.65,94,68,1.34,broken clouds,0,0
335,Diffa,NE,2021-10-30 14:41:47,13.3154,12.6113,97.75,9,50,12.01,scattered clouds,0,0
336,Katherine,AU,2021-10-30 14:41:47,-14.4667,132.2667,80.92,74,75,5.75,broken clouds,0,0
337,Oudtshoorn,ZA,2021-10-30 14:34:02,-33.5907,22.2014,62.96,42,0,5.73,clear sky,0,0
338,Prince Rupert,CA,2021-10-30 14:41:47,54.3161,-130.3201,44.29,70,100,9.22,overcast clouds,0,0
339,Aberystwyth,GB,2021-10-30 14:41:48,52.4155,-4.0829,54.3,78,23,15.52,few clouds,0,0
340,Nouakchott,MR,2021-10-30 14:41:48,18.0858,-15.9785,94.93,52,100,9.91,overcast clouds,0,0
341,Hobyo,SO,2021-10-30 14:41:48,5.3505,48.5268,81.46,68,24,15.08,few clouds,0,0
342,Tura,IN,2021-10-30 14:41:48,25.5198,90.2201,66.06,62,0,2.48,clear sky,0,0
343,Amga,RU,2021-10-30 14:41:48,60.8953,131.9608,0.7,100,68,1.61,broken clouds,0,0
344,Katsuura,JP,2021-10-30 14:36:45,35.1333,140.3,62.11,60,6,4.63,clear sky,0,0
345,Kathor,IN,2021-10-30 14:41:48,21.3,72.9333,80.4,41,98,8.52,overcast clouds,0,0
346,Northam,GB,2021-10-30 14:41:48,51.0333,-4.2167,58.01,82,72,15.88,broken clouds,0,0
347,Arandis,NA,2021-10-30 14:41:49,-22.4167,14.9667,55.47,19,0,12.35,clear sky,0,0
348,Bayan,CN,2021-10-30 14:41:49,46.0833,127.4,42.22,65,100,7.14,overcast clouds,0,0
349,Ilo,PE,2021-10-30 14:41:49,-17.6394,-71.3375,63.46,77,90,6.91,overcast clouds,0,0
350,Lake City,US,2021-10-30 14:41:49,30.1897,-82.6393,61.99,77,1,9.22,clear sky,0,0
351,Iranshahr,IR,2021-10-30 14:41:49,27.2025,60.6848,88.14,18,0,9.22,clear sky,0,0
352,Ancud,CL,2021-10-30 14:32:20,-41.8697,-73.8203,54.93,45,1,6.11,clear sky,0,0
353,Malinyi,TZ,2021-10-30 14:41:49,-8.9333,36.1333,91.24,37,28,9.15,scattered clouds,0,0
354,Cabo San Lucas,MX,2021-10-30 14:41:49,22.8909,-109.9124,77.5,76,26,5.86,scattered clouds,0,0
355,Pasir Gudang,MY,2021-10-30 14:41:49,1.4584,103.8805,84.36,81,75,4.61,broken clouds,0,0
356,Milkovo,RU,2021-10-30 14:41:50,54.7167,158.6167,24.84,91,48,4.07,scattered clouds,0,0
357,Nago,JP,2021-10-30 14:41:50,26.5881,127.9761,75.36,72,11,6.51,few clouds,0,0
358,Eyl,SO,2021-10-30 14:41:50,7.9803,49.8164,79.88,73,0,15.01,clear sky,0,0
359,Balsas,BR,2021-10-30 14:41:50,-7.5325,-46.0356,96.24,29,44,6.91,scattered clouds,0,0
360,Hamilton,US,2021-10-30 14:34:03,39.1834,-84.5333,55.15,96,90,1.99,overcast clouds,0,0
361,French Harbor,HN,2021-10-30 14:41:50,16.35,-86.4333,82.99,73,75,1.01,broken clouds,0,0
362,Fairbanks,US,2021-10-30 14:36:49,64.8378,-147.7164,26.56,84,75,8.05,broken clouds,0,0
363,Half Moon Bay,US,2021-10-30 14:37:14,37.4636,-122.4286,60.71,94,90,0.0,fog,0,0
364,Drabiv,UA,2021-10-30 14:41:51,49.963,32.1529,48.63,66,0,7.67,clear sky,0,0
365,Faanui,PF,2021-10-30 14:41:51,-16.4833,-151.75,77.83,72,7,17.65,light rain,0,0
366,Poum,NC,2021-10-30 14:37:12,-20.2333,164.0167,74.53,76,2,6.08,clear sky,0,0
367,Cockburn Town,TC,2021-10-30 14:41:51,21.4612,-71.1419,84.16,70,40,10.36,scattered clouds,0,0
368,Coolum Beach,AU,2021-10-30 14:41:51,-26.5333,153.1,72.1,97,100,10.45,overcast clouds,0,0
369,Somerset,US,2021-10-30 14:41:51,40.5668,-74.5496,64.26,86,75,3.0,broken clouds,0,0
370,Tieli,CN,2021-10-30 14:41:51,46.95,128.05,38.01,62,93,6.85,overcast clouds,0,0
371,Portland,US,2021-10-30 14:36:21,45.5234,-122.6762,52.38,68,1,1.01,clear sky,0,0
372,Phan Thiet,VN,2021-10-30 14:41:51,10.9333,108.1,78.06,88,18,9.22,few clouds,0,0
373,Dingle,PH,2021-10-30 14:36:27,10.9995,122.6711,75.74,92,99,7.47,overcast clouds,0,0
374,Ndjole,GA,2021-10-30 14:41:52,-0.1783,10.7649,82.4,84,100,1.63,moderate rain,0,0
375,Ararangua,BR,2021-10-30 14:41:52,-28.9347,-49.4858,70.86,80,99,10.54,overcast clouds,0,0
376,Kodinsk,RU,2021-10-30 14:41:52,58.6881,99.1844,35.02,75,83,12.15,broken clouds,0,0
377,Aasiaat,GL,2021-10-30 14:41:52,68.7098,-52.8699,27.14,92,100,10.4,light snow,0,0
378,Khandyga,RU,2021-10-30 14:41:52,62.6667,135.6,-2.49,100,100,0.69,overcast clouds,0,0
379,Frontera,MX,2021-10-30 14:41:52,26.9333,-101.45,72.95,19,0,3.11,clear sky,0,0
380,Wajima,JP,2021-10-30 14:41:52,37.4,136.9,60.91,65,100,6.6,light rain,0,0
381,Belaya Gora,RU,2021-10-30 14:32:23,68.5333,146.4167,-0.51,97,100,3.36,overcast clouds,0,0
382,Preeceville,CA,2021-10-30 14:41:53,51.95,-102.6677,31.39,65,3,12.57,clear sky,0,0
383,Moron,AR,2021-10-30 14:41:53,-34.6534,-58.6198,85.95,64,2,4.0,clear sky,0,0
384,Guerrero Negro,MX,2021-10-30 14:41:53,27.9769,-114.0611,66.13,80,0,4.5,clear sky,0,0
385,Ugoofaaru,MV,2021-10-30 14:41:53,5.6667,73.0,81.77,72,96,8.1,overcast clouds,0,0
386,Carutapera,BR,2021-10-30 14:41:54,-1.195,-46.02,82.78,78,40,6.85,scattered clouds,0,0
387,Tabuk,PH,2021-10-30 14:41:54,17.4189,121.4443,71.91,89,49,4.5,scattered clouds,0,0
388,Beloha,MG,2021-10-30 14:41:54,-25.1667,45.05,69.26,67,94,20.42,overcast clouds,0,0
389,Laguna,US,2021-10-30 14:36:27,38.421,-121.4238,61.3,94,40,1.01,scattered clouds,0,0
390,Tual,ID,2021-10-30 14:36:39,-5.6667,132.75,83.05,75,91,6.13,overcast clouds,0,0
391,Lompoc,US,2021-10-30 14:36:57,34.6391,-120.4579,55.31,96,90,0.0,fog,0,0
392,Balakhta,RU,2021-10-30 14:41:54,55.38,91.6,30.96,86,100,8.32,overcast clouds,0,0
393,Moindou,NC,2021-10-30 14:41:54,-21.6924,165.677,64.35,78,13,2.77,few clouds,0,0
394,Cordoba,AR,2021-10-30 14:41:54,-31.4135,-64.1811,97.43,29,0,8.05,clear sky,0,0
395,Pak Phanang,TH,2021-10-30 14:41:55,8.3511,100.202,81.34,78,97,4.05,overcast clouds,0,0
396,Isabela,PH,2021-10-30 14:41:55,6.7085,121.9711,80.15,83,84,1.5,broken clouds,0,0
397,Capinzal,BR,2021-10-30 14:41:55,-27.3436,-51.6119,84.07,45,75,4.36,broken clouds,0,0
398,Huarmey,PE,2021-10-30 14:36:45,-10.0681,-78.1522,67.1,77,70,6.85,broken clouds,0,0
399,Viedma,AR,2021-10-30 14:36:16,-40.8135,-62.9967,59.45,49,95,29.37,overcast clouds,0,0
400,Yerofey Pavlovich,RU,2021-10-30 14:41:55,53.9667,121.9667,21.81,56,16,1.74,few clouds,0,0
401,Santa Maria,BR,2021-10-30 14:39:38,-29.6842,-53.8069,79.9,61,0,8.05,clear sky,0,0
402,Valdosta,US,2021-10-30 14:41:55,30.8327,-83.2785,57.11,82,90,3.44,overcast clouds,0,0
403,Okhotsk,RU,2021-10-30 14:36:53,59.3833,143.3,13.21,70,2,18.84,clear sky,0,0
404,Portree,GB,2021-10-30 14:41:56,57.4129,-6.1942,50.86,90,81,7.38,broken clouds,0,0
405,Meulaboh,ID,2021-10-30 14:37:11,4.1363,96.1285,77.59,84,92,2.1,overcast clouds,0,0
406,Ardakan,IR,2021-10-30 14:41:56,32.31,54.0175,69.91,22,3,1.88,clear sky,0,0
407,Lewistown,US,2021-10-30 14:41:56,40.5992,-77.5714,53.78,97,90,0.0,overcast clouds,0,0
408,Varna,BG,2021-10-30 14:41:20,43.2167,27.9167,58.87,67,75,10.36,broken clouds,0,0
409,Black River,JM,2021-10-30 14:41:56,18.0264,-77.8487,86.99,68,87,5.37,overcast clouds,0,0
410,Sinnamary,GF,2021-10-30 14:41:56,5.3833,-52.95,81.3,80,87,7.87,overcast clouds,0,0
411,Asau,RO,2021-10-30 14:36:44,46.4333,26.4,55.76,68,1,3.58,clear sky,0,0
412,Henties Bay,NA,2021-10-30 14:37:08,-22.116,14.2845,61.86,75,10,10.63,clear sky,0,0
413,Otjiwarongo,NA,2021-10-30 14:41:56,-20.4637,16.6477,88.18,15,4,17.11,clear sky,0,0
414,Ilulissat,GL,2021-10-30 14:32:57,69.2167,-51.1,35.62,51,75,18.41,broken clouds,0,0
415,Birecik,TR,2021-10-30 14:41:57,37.0294,37.9903,67.21,52,100,18.92,overcast clouds,0,0
416,Mon,IN,2021-10-30 14:41:57,26.75,95.1,62.28,90,12,3.74,few clouds,0,0
417,Shimoda,JP,2021-10-30 14:36:54,34.6667,138.95,56.1,65,83,1.45,broken clouds,0,0
418,Mastic Beach,US,2021-10-30 14:41:57,40.7668,-72.8521,64.18,94,90,1.01,overcast clouds,0,0
419,Tiznit,MA,2021-10-30 14:41:57,29.5833,-9.5,78.26,31,1,13.11,clear sky,0,0
420,Oranjemund,NA,2021-10-30 14:36:44,-28.55,16.4333,68.09,66,4,16.73,clear sky,0,0
421,Sawtell,AU,2021-10-30 14:41:57,-30.3833,153.1,66.52,99,75,11.5,heavy intensity rain,0,0
422,Acapulco,MX,2021-10-30 14:34:31,16.8634,-99.8901,80.42,83,90,4.61,overcast clouds,0,0
423,Bengkulu,ID,2021-10-30 14:41:58,-3.8004,102.2655,78.42,89,100,5.21,moderate rain,0,0
424,Lavrentiya,RU,2021-10-30 14:37:02,65.5833,-171.0,9.95,78,51,5.73,broken clouds,0,0
425,Naliya,IN,2021-10-30 14:41:58,23.2667,68.8333,83.16,22,33,8.72,scattered clouds,0,0
426,Terrace,CA,2021-10-30 14:41:58,54.5163,-128.6035,30.11,100,90,5.75,fog,0,0
427,Plettenberg Bay,ZA,2021-10-30 14:40:57,-34.0527,23.3716,65.71,75,3,5.68,clear sky,0,0
428,Ararat,AM,2021-10-30 14:41:58,39.8317,44.7049,52.14,64,98,6.02,overcast clouds,0,0
429,Llata,PE,2021-10-30 14:41:58,-9.4167,-76.7833,63.25,54,52,7.0,broken clouds,0,0
430,Kudahuvadhoo,MV,2021-10-30 14:37:09,2.6708,72.8944,82.92,75,22,12.68,few clouds,0,0
431,Znamenskoye,RU,2021-10-30 14:41:58,57.1281,73.8282,27.43,52,100,9.15,overcast clouds,0,0
432,Kihei,US,2021-10-30 14:41:58,20.785,-156.4656,72.84,83,1,5.75,clear sky,0,0
433,Kisangani,CD,2021-10-30 14:41:59,0.5167,25.2,81.3,69,65,1.16,broken clouds,0,0
434,Presidencia Roque Saenz Pena,AR,2021-10-30 14:41:59,-26.7852,-60.4388,93.87,32,84,5.64,broken clouds,0,0
435,Saint Simons,US,2021-10-30 14:41:59,31.1352,-81.3901,62.02,75,1,12.66,clear sky,0,0
436,Deniliquin,AU,2021-10-30 14:41:59,-35.5333,144.9667,44.64,73,2,6.53,clear sky,0,0
437,Eydhafushi,MV,2021-10-30 14:41:59,5.1033,73.0708,82.4,67,70,10.96,broken clouds,0,0
438,Havre-Saint-Pierre,CA,2021-10-30 14:36:29,50.2334,-63.5986,48.79,57,1,3.44,clear sky,0,0
439,Nanakuli,US,2021-10-30 14:41:59,21.3906,-158.1547,72.72,88,1,3.44,clear sky,0,0
440,Rio Grande,BR,2021-10-30 14:40:23,-32.035,-52.0986,75.94,71,95,21.03,overcast clouds,0,0
441,Iquitos,PE,2021-10-30 14:42:00,-3.7481,-73.2472,82.44,78,40,4.61,scattered clouds,0,0
442,Marienburg,PL,2021-10-30 14:42:00,54.0359,19.0266,57.96,62,36,9.66,scattered clouds,0,0
443,Pingxiang,CN,2021-10-30 14:42:00,27.6167,113.85,60.73,80,21,2.01,light rain,0,0
444,Hofn,IS,2021-10-30 14:36:41,64.2539,-15.2082,43.48,88,100,5.57,overcast clouds,0,0
445,Maningrida,AU,2021-10-30 14:42:00,-12.0667,134.2667,81.59,68,100,7.49,overcast clouds,0,0
446,Cedar City,US,2021-10-30 14:37:20,37.6775,-113.0619,46.4,81,1,0.0,clear sky,0,0
447,San Cristobal,VE,2021-10-30 14:42:00,7.7669,-72.225,77.18,76,100,3.6,overcast clouds,0,0
448,Nome,US,2021-10-30 14:36:22,64.5011,-165.4064,8.67,78,1,3.44,clear sky,0,0
449,Payson,US,2021-10-30 14:42:00,40.0444,-111.7321,51.4,69,75,1.01,broken clouds,0,0
450,Vila Velha,BR,2021-10-30 14:36:24,-20.3297,-40.2925,73.35,88,75,3.44,broken clouds,0,0
451,Linxia,CN,2021-10-30 14:42:01,35.6003,103.2064,41.9,80,100,3.67,overcast clouds,0,0
452,Coahuayana,MX,2021-10-30 14:42:01,18.7333,-103.6833,81.32,74,0,1.95,clear sky,0,0
453,Carballo,ES,2021-10-30 14:37:20,43.213,-8.691,64.09,81,100,7.0,overcast clouds,0,0
454,Bani Walid,LY,2021-10-30 14:42:01,31.7566,13.9942,76.8,34,87,16.67,overcast clouds,0,0
455,College,US,2021-10-30 14:36:49,64.8569,-147.8028,26.65,83,90,0.0,overcast clouds,0,0
456,Deer Lake,CA,2021-10-30 14:42:01,49.1667,-57.4316,37.26,75,1,3.44,clear sky,0,0
457,Ketchikan,US,2021-10-30 14:42:01,55.3422,-131.6461,41.47,93,90,0.0,light rain,0,0
458,Puri,IN,2021-10-30 14:42:01,19.8,85.85,81.12,73,32,9.28,scattered clouds,0,0
459,Tupiza,BO,2021-10-30 14:42:02,-21.45,-65.7167,69.82,17,0,3.29,clear sky,0,0
460,Srednekolymsk,RU,2021-10-30 14:36:45,67.45,153.6833,-6.56,99,100,3.53,overcast clouds,0,0
461,Vikhorevka,RU,2021-10-30 14:42:02,56.1201,101.1636,44.19,66,100,7.14,overcast clouds,0,0
462,Kuybysheve,UA,2021-10-30 14:42:02,47.358,36.6491,47.64,58,0,7.9,clear sky,0,0
463,Hellvik,NO,2021-10-30 14:42:02,59.9156,5.781,54.16,71,100,8.46,overcast clouds,0,0
464,Mindelo,CV,2021-10-30 14:42:02,16.8901,-24.9804,81.95,61,40,26.46,scattered clouds,0,0
465,Sisimiut,GL,2021-10-30 14:42:02,66.9395,-53.6735,32.09,78,100,15.46,overcast clouds,0,0
466,Bolobo,CD,2021-10-30 14:42:02,-2.1667,16.2333,84.31,62,84,0.29,broken clouds,0,0
467,Poronaysk,RU,2021-10-30 14:42:03,49.2167,143.1167,38.35,85,100,7.38,overcast clouds,0,0
468,Visnes,NO,2021-10-30 14:42:03,59.3556,5.2242,57.09,67,40,14.97,scattered clouds,0,0
469,Bilma,NE,2021-10-30 14:42:03,18.6853,12.9164,96.31,11,14,9.84,few clouds,0,0
470,Sioux Lookout,CA,2021-10-30 14:36:58,50.1001,-91.917,46.47,71,75,10.36,broken clouds,0,0
471,Lamar,US,2021-10-30 14:42:03,33.6668,-95.5836,55.53,62,1,6.91,clear sky,0,0
472,Swan Hill,AU,2021-10-30 14:42:03,-35.3378,143.5544,45.93,71,8,4.9,clear sky,0,0
473,Riyadh,SA,2021-10-30 14:37:56,24.6877,46.7219,86.14,29,73,9.98,broken clouds,0,0
474,Dulce Nombre De Culmi,HN,2021-10-30 14:42:03,15.1,-85.5333,79.03,61,60,5.14,broken clouds,0,0
475,Seoul,KR,2021-10-30 14:33:42,37.5683,126.9778,53.04,90,0,2.3,clear sky,0,0
476,Mount Isa,AU,2021-10-30 14:42:04,-20.7333,139.5,82.17,17,100,12.66,overcast clouds,0,0
477,Saldanha,ZA,2021-10-30 14:42:04,-33.0117,17.9442,75.25,75,95,15.66,overcast clouds,0,0
478,Coihueco,CL,2021-10-30 14:42:04,-36.6167,-71.8333,59.74,67,0,10.36,clear sky,0,0
479,Skjervoy,NO,2021-10-30 14:40:47,70.0311,20.9714,39.36,67,100,12.66,overcast clouds,0,0
480,Crib Point,AU,2021-10-30 14:42:04,-38.35,145.2,53.91,86,9,8.23,clear sky,0,0
481,Kalaleh,IR,2021-10-30 14:33:31,37.3807,55.4916,60.4,67,90,4.61,overcast clouds,0,0
482,Changji,CN,2021-10-30 14:37:13,44.0167,87.3167,50.79,53,0,2.24,clear sky,0,0
483,Sambava,MG,2021-10-30 14:42:04,-14.2667,50.1667,76.28,82,15,10.85,few clouds,0,0
484,Melivoia,GR,2021-10-30 14:42:04,39.75,22.8,60.46,71,13,4.88,few clouds,0,0
